"state","city","bedroom","bath","acre_lot","house_size","price","price_in_K"
"Connecticut","Waterbury",3,2,0.13,1406,199900,200
"Connecticut","Hamden",3,2,0.45,1491,269900,270
"Connecticut","Wolcott",4,1,1.67,1485,265000,265
"Connecticut","Guilford",4,3,0.6,2534,550000,550
"Connecticut","Guilford",5,5,4.8,4714,899000,899
"Connecticut","Madison",3,2,0.92,1344,389000,389
"Connecticut","Prospect",3,3,3.46,1288,450000,450
"Connecticut","Killingworth",3,3,2.9,2540,589000,589
"Connecticut","Plainville",4,2,0.41,1624,155000,155
"Connecticut","Hamden",2,2,0.22,1226,224900,225
"Connecticut","Meriden",3,2,0.18,1318,245000,245
"Connecticut","Southington",4,1,0.53,1183,250000,250
"Connecticut","Hamden",4,3,0.5,1680,335000,335
"Connecticut","Meriden",4,2,0.13,960,258855,259
"Connecticut","Meriden",2,2,0.21,1412,199900,200
"Connecticut","Branford",2,2,0.35,1320,290000,290
"Connecticut","New Haven",3,3,0.13,1568,249900,250
"Connecticut","North Haven",3,3,1.06,1855,425000,425
"Connecticut","New Haven",3,2,0.13,1482,275000,275
"Connecticut","Meriden",4,2,0.2,1364,259900,260
"Connecticut","Madison",3,3,0.89,1566,439900,440
"Connecticut","Madison",4,4,1.84,2178,599000,599
"Connecticut","Waterbury",5,2,0.24,2193,129000,129
"Connecticut","Southington",4,3,1.03,2930,639900,640
"Connecticut","Branford",4,2,0.32,1547,389000,389
"Connecticut","Southington",3,2,0.47,1190,359900,360
"Connecticut","Wallingford",4,2,0.41,1132,319900,320
"Connecticut","East Haddam",3,3,1.01,2648,299900,300
"Connecticut","Guilford",3,3,1.38,3172,649900,650
"Connecticut","Southington",3,2,0.82,1252,394500,394
"Connecticut","New Haven",3,2,0.16,1040,245000,245
"Connecticut","Cheshire",3,3,2.47,3901,609900,610
"Connecticut","Waterbury",2,2,0.11,2200,199500,200
"Connecticut","Clinton",3,2,0.44,1242,349900,350
"Connecticut","Wallingford",5,2,0.11,1636,299900,300
"Connecticut","Branford",3,2,0.4,1758,315000,315
"Connecticut","Naugatuck",3,1,0.22,912,224000,224
"Connecticut","Hamden",3,3,0.26,1564,355000,355
"Connecticut","New Haven",2,1,0.27,841,210000,210
"Connecticut","Wallingford",4,3,0.61,2394,439900,440
"Connecticut","North Haven",4,2,0.74,1716,449900,450
"Connecticut","East Haven",3,1,0.26,972,257900,258
"Connecticut","Hamden",4,2,0.15,1282,289900,290
"Connecticut","Hamden",4,2,0.12,1124,289900,290
"Connecticut","Meriden",5,2,0.17,1980,265000,265
"Connecticut","Madison",3,2,1,2075,399000,399
"Connecticut","Meriden",2,1,0.17,924,2e+05,200
"Connecticut","New Haven",3,2,0.1,1120,199947,200
"Connecticut","Hamden",3,2,0.38,1459,299900,300
"Connecticut","Wallingford",4,2,0.24,1581,365900,366
"Connecticut","Madison",4,3,2.55,2499,540000,540
"Connecticut","Clinton",3,3,2.33,1983,499900,500
"Connecticut","Hamden",3,3,0.27,2661,699000,699
"Connecticut","Southington",5,3,0.55,2909,649900,650
"Connecticut","Plymouth",2,2,0.46,1370,286500,286
"Connecticut","Madison",3,3,0.98,2456,595000,595
"Connecticut","Hamden",4,3,0.52,1987,350000,350
"Connecticut","Southington",4,2,0.66,1386,290000,290
"Connecticut","Hamden",3,2,0.12,1116,173000,173
"Connecticut","Waterbury",4,1,0.11,980,220000,220
"Connecticut","North Haven",3,2,0.69,1536,340000,340
"Connecticut","New Haven",3,4,0.21,2126,399000,399
"Connecticut","New Haven",6,4,0.17,3337,875000,875
"Connecticut","North Branford",3,3,1.19,2636,429000,429
"Connecticut","Woodbridge",3,3,1.49,1568,450000,450
"Connecticut","Meriden",3,2,0.24,1080,175000,175
"Connecticut","Berlin",4,4,0.52,3079,629900,630
"Connecticut","Meriden",2,1,0.37,840,189900,190
"Connecticut","Southington",3,2,0.36,913,309000,309
"Connecticut","Meriden",3,3,0.26,1193,265900,266
"Connecticut","Newington",3,1,0.27,1142,249900,250
"Connecticut","Waterbury",3,1,0.34,985,155000,155
"Connecticut","Branford",2,1,0.17,947,229000,229
"Connecticut","Waterbury",3,2,0.11,1522,199000,199
"Connecticut","Hartford",3,2,0.17,1772,180000,180
"Connecticut","Hamden",3,2,0.43,1651,325000,325
"Connecticut","Plainville",3,2,0.16,1212,269900,270
"Connecticut","East Haven",4,2,0.28,1625,299999,300
"Connecticut","Wethersfield",3,2,0.36,1275,274900,275
"Connecticut","East Haven",3,3,0.68,1234,309999,310
"Connecticut","Hamden",3,2,0.38,1617,265000,265
"Connecticut","Hamden",2,1,8.21,1400,319900,320
"Connecticut","Meriden",4,2,0.29,1190,289900,290
"Connecticut","Madison",4,3,1.28,1802,475000,475
"Connecticut","Waterbury",3,2,0.19,1253,269000,269
"Connecticut","Cheshire",2,1,0.44,768,269900,270
"Connecticut","Madison",4,3,0.98,2900,849000,849
"Connecticut","Cheshire",6,4,0.92,2640,473317,473
"Connecticut","Wallingford",4,3,0.22,1716,325000,325
"Connecticut","Meriden",3,1,0.4,1560,279900,280
"Connecticut","North Haven",4,3,0.93,3862,749900,750
"Connecticut","North Haven",3,2,0.48,1160,339900,340
"Connecticut","East Haven",3,2,0.17,1396,229900,230
"Connecticut","North Haven",3,2,0.28,1025,275000,275
"Connecticut","Killingworth",2,2,22.48,3228,2200000,2200
"Connecticut","North Haven",2,3,0.5,1452,339900,340
"Connecticut","East Haven",3,1,0.26,880,279900,280
"Connecticut","Wolcott",3,2,1.42,1681,229900,230
"Connecticut","Meriden",3,2,0.14,1144,149000,149
"Connecticut","Naugatuck",4,3,0.43,2174,350000,350
"Connecticut","Wolcott",4,3,1.46,2720,475000,475
"Connecticut","Wallingford",3,4,0.61,2904,499900,500
"Connecticut","Guilford",2,2,0.36,1684,5e+05,500
"Connecticut","Southington",3,2,0.56,1296,304000,304
"Connecticut","Prospect",4,4,0.92,2364,439000,439
"Connecticut","Cheshire",5,4,1.13,3076,684000,684
"Connecticut","Wallingford",4,3,0.11,1270,299900,300
"Connecticut","Meriden",3,1,0.34,1560,169900,170
"Connecticut","Guilford",3,3,1.39,1404,424900,425
"Connecticut","Meriden",5,3,0.11,1730,159900,160
"Connecticut","Southington",3,3,10.6,2363,659900,660
"Connecticut","New Haven",6,2,0.1,2116,270000,270
"Connecticut","Meriden",3,2,0.18,1008,229000,229
"Connecticut","Wallingford",3,1,0.35,1174,249900,250
"Connecticut","Madison",5,4,1.73,2768,650000,650
"Connecticut","Meriden",3,2,0.38,1080,275000,275
"Connecticut","New Haven",2,1,0.14,1100,279000,279
"Connecticut","Wolcott",4,4,1.54,3679,509900,510
"Connecticut","Meriden",2,2,0.16,1219,220000,220
"Connecticut","Waterbury",4,2,0.22,1802,259000,259
"Connecticut","Woodbridge",3,2,1.72,1864,419900,420
"Connecticut","Branford",3,3,0.04,1856,525000,525
"Connecticut","Madison",4,3,1.92,4022,1599000,1599
"Connecticut","New Haven",5,3,0.08,2200,459900,460
"Connecticut","Branford",4,2,0.24,2013,509000,509
"Connecticut","Wolcott",3,3,0.34,1400,409000,409
"Connecticut","Westbrook",4,4,2.33,3061,540000,540
"Connecticut","Southington",4,3,0.53,2242,489900,490
"Connecticut","Cheshire",3,3,1.19,2550,509900,510
"Connecticut","Meriden",4,2,0.4,1766,265000,265
"Connecticut","Southington",4,3,0.54,2100,499900,500
"Connecticut","Hamden",3,2,0.42,1788,329900,330
"Connecticut","Hamden",3,2,0.18,1396,297000,297
"Connecticut","Wolcott",3,2,0.56,1600,399800,400
"Connecticut","Killingworth",3,1,3.7,920,250000,250
"Connecticut","Waterbury",4,3,0.22,1578,209900,210
"Connecticut","Haddam",3,3,1,1722,399900,400
"Connecticut","Wallingford",3,1,0.26,1015,195000,195
"Connecticut","Wallingford",4,4,0.66,2945,698500,698
"Connecticut","Hamden",3,2,0.14,1296,264900,265
"Connecticut","Clinton",3,4,1.57,3424,1085000,1085
"Connecticut","Hamden",4,2,0.4,1589,3e+05,300
"Connecticut","East Haven",3,2,0.31,1037,269900,270
"Connecticut","Hamden",4,2,0.14,2094,365000,365
"Connecticut","Cheshire",3,2,0.66,1196,330000,330
"Connecticut","New Haven",4,3,0.53,1278,399900,400
"Connecticut","New Haven",1,1,0.11,544,159000,159
"Connecticut","Cheshire",4,3,0.73,1992,474900,475
"Connecticut","Southington",3,1,0.36,1394,259900,260
"Connecticut","North Haven",4,3,0.95,3387,649000,649
"Connecticut","Southington",3,3,0.62,1228,314900,315
"Connecticut","Meriden",6,2,0.11,2237,250000,250
"Connecticut","North Haven",3,2,0.57,1312,359900,360
"Connecticut","North Haven",3,3,0.44,1300,374900,375
"Connecticut","Wallingford",2,1,0.19,858,260000,260
"Connecticut","Plainville",2,1,0.23,1040,179900,180
"Connecticut","Guilford",4,2,3.62,1565,4e+05,400
"Connecticut","Waterbury",3,2,0.21,1000,189900,190
"Connecticut","Hamden",3,3,0.15,1308,289900,290
"Connecticut","Killingworth",3,4,5.8,3500,950000,950
"Connecticut","New Haven",5,3,0.1,1200,220000,220
"Connecticut","New Haven",4,2,0.37,2752,399900,400
"Connecticut","Southington",5,2,0.22,1817,250000,250
"Connecticut","Southington",4,3,0.39,2377,250000,250
"Connecticut","Guilford",5,3,0.7,2150,429000,429
"Connecticut","Cheshire",4,3,1.4,2368,549900,550
"Connecticut","Madison",4,4,0.98,2400,680000,680
"Connecticut","Wallingford",3,1,0.1,992,234900,235
"Connecticut","North Haven",3,2,0.24,1152,350000,350
"Connecticut","Plymouth",3,2,0.5,1365,245000,245
"Connecticut","Meriden",3,2,0.35,1178,249900,250
"Connecticut","Hamden",3,2,0.22,2104,359999,360
"Connecticut","New Haven",3,2,0.13,1110,225000,225
"Connecticut","Prospect",2,1,1.01,1020,255900,256
"Connecticut","New Haven",3,1,0.18,1133,179900,180
"Connecticut","Meriden",3,2,0.11,1224,239900,240
"Connecticut","Killingworth",4,5,2.5,4326,745000,745
"Connecticut","Hamden",3,3,0.26,1572,269999,270
"Connecticut","East Haven",2,2,0.13,994,269900,270
"Connecticut","Hamden",5,3,0.34,1986,350000,350
"Connecticut","Southington",6,2,0.28,2438,429900,430
"Connecticut","Waterbury",3,2,0.14,1060,150700,151
"Connecticut","Hamden",3,1,0.16,1200,199900,200
"Connecticut","Southington",4,2,0.54,1496,314900,315
"Connecticut","Hamden",2,1,0.16,930,229900,230
"Connecticut","New Haven",5,3,0.09,2487,548000,548
"Connecticut","Guilford",4,3,1.33,1277,425000,425
"Connecticut","New Britain",6,3,0.14,4062,342900,343
"Connecticut","Wallingford",5,3,0.17,2475,3e+05,300
"Connecticut","Hamden",4,2,0.28,1387,220000,220
"Connecticut","Durham",4,3,0.95,2352,399000,399
"Connecticut","Prospect",4,4,1.08,4023,689900,690
"Connecticut","North Haven",3,2,1.45,2025,624000,624
"Connecticut","Haddam",1,1,0.11,504,175000,175
"Connecticut","Madison",3,1,0.85,1254,289000,289
"Connecticut","Bethany",4,3,1.78,2374,499000,499
"Connecticut","Waterbury",3,3,0.33,1431,409000,409
"Connecticut","New Haven",3,3,0.19,1668,359900,360
"Connecticut","Branford",2,3,0.06,1228,475000,475
"Connecticut","North Branford",3,2,0.54,1320,340000,340
"Connecticut","Meriden",3,2,0.29,960,232000,232
"Connecticut","Waterbury",4,2,0.42,1037,299000,299
"Connecticut","Hamden",3,2,0.17,1800,350000,350
"Connecticut","Wallingford",3,1,0.34,1132,299900,300
"Connecticut","East Haven",3,3,1.42,1340,445000,445
"Connecticut","Meriden",3,1,0.18,866,179900,180
"Connecticut","Cheshire",3,2,0.27,1957,329900,330
"Connecticut","Wallingford",4,4,0.27,3222,475000,475
"Connecticut","Hamden",4,3,0.17,1702,279000,279
"Connecticut","New Haven",6,2,0.08,1756,262000,262
"Connecticut","Hamden",3,2,0.18,1041,250000,250
"Connecticut","New Haven",3,2,0.14,1547,239900,240
"Connecticut","North Haven",2,2,0.28,1176,289900,290
"Connecticut","North Haven",4,2,0.35,2000,389900,390
"Connecticut","Meriden",3,4,0.27,1664,370000,370
"Connecticut","Hamden",3,2,0.11,1439,269000,269
"Connecticut","North Haven",4,3,0.57,2600,469900,470
"Connecticut","Wallingford",4,1,0.18,1135,289900,290
"Connecticut","Guilford",4,4,3.89,4297,1099990,1100
"Connecticut","Meriden",6,3,0.12,2482,299999,300
"Connecticut","Cheshire",4,2,0.8,1507,289900,290
"Connecticut","Plymouth",2,1,0.12,560,189900,190
"Connecticut","Southington",4,3,1.13,2475,549900,550
"Connecticut","Guilford",3,2,0.95,1403,369900,370
"Connecticut","Southington",3,4,0.54,2326,519900,520
"Connecticut","Hamden",3,2,0.17,1685,349900,350
"Connecticut","Cheshire",4,3,1.3,2590,649900,650
"Connecticut","Waterbury",3,1,0.21,1240,210000,210
"Connecticut","Cheshire",4,4,1.86,3198,689900,690
"Connecticut","Branford",5,5,1.06,4954,1450000,1450
"Connecticut","North Branford",4,2,0.56,1339,3e+05,300
"Connecticut","Waterbury",2,1,0.15,1581,108999,109
"Connecticut","Hamden",4,3,4.01,3646,676400,676
"Connecticut","Meriden",4,3,3.16,2681,549900,550
"Connecticut","Hamden",3,2,0.18,1303,285000,285
"Connecticut","Wolcott",3,1,0.26,1224,235000,235
"Connecticut","New Haven",6,2,0.09,2156,295000,295
"Connecticut","Cheshire",3,3,1.87,4437,9e+05,900
"Connecticut","Hamden",4,2,0.22,1448,260000,260
"Connecticut","New Haven",6,4,0.16,3871,650000,650
"Connecticut","Hamden",2,1,0.19,1129,214900,215
"Connecticut","Waterbury",2,2,0.3,936,179900,180
"Connecticut","Cheshire",3,2,2.3,1118,349000,349
"Connecticut","Cheshire",3,2,0.58,1724,419900,420
"Connecticut","Clinton",6,3,0.12,2442,1250000,1250
"Connecticut","Waterbury",2,1,0.23,861,185000,185
"Connecticut","East Haven",3,3,1.43,2128,5e+05,500
"Connecticut","Plymouth",6,3,0.2,1901,141600,142
"Connecticut","Hamden",4,2,0.21,1514,229000,229
"Connecticut","Waterbury",6,3,0.16,3117,225000,225
"Connecticut","Southington",3,1,0.34,976,249900,250
"Connecticut","Meriden",3,3,0.17,1406,269900,270
"Connecticut","North Haven",4,3,0.5,2044,425000,425
"Connecticut","Cheshire",4,3,1.98,3143,629900,630
"Connecticut","Waterbury",3,2,0.26,1221,310000,310
"Connecticut","New Haven",3,1,0.19,1412,238000,238
"Connecticut","Wallingford",3,3,0.65,1400,375000,375
"Connecticut","Wolcott",3,2,0.36,1600,319900,320
"Connecticut","Branford",2,1,0.18,912,329000,329
"Connecticut","Prospect",3,2,1.05,1824,279900,280
"Connecticut","Wolcott",4,3,1,2100,350000,350
"Connecticut","Southington",2,2,0.34,1659,369900,370
"Connecticut","Wolcott",3,3,1.87,3271,699999,700
"Connecticut","Killingworth",4,3,13.8,2589,829900,830
"Connecticut","Hamden",3,3,2.14,1478,349900,350
"Connecticut","Hamden",3,2,0.23,1300,250000,250
"Connecticut","New Haven",3,2,0.03,1316,549000,549
"Connecticut","North Branford",4,2,0.39,1520,320000,320
"Connecticut","Guilford",4,4,1.87,2250,675000,675
"Connecticut","Meriden",3,1,0.31,1176,199900,200
"Connecticut","Waterbury",3,2,0.45,1640,164000,164
"Connecticut","Southington",2,2,0.15,1342,268400,268
"Connecticut","Cheshire",5,3,0.6,1248,439900,440
"Connecticut","Meriden",3,2,0.48,966,188000,188
"Connecticut","Wallingford",3,2,0.54,1394,329900,330
"Connecticut","Haddam",3,2,0.23,1449,342900,343
"Connecticut","North Haven",4,3,0.51,1560,488000,488
"Connecticut","Wallingford",2,1,0.19,832,225000,225
"Connecticut","New Haven",4,2,0.27,1747,259900,260
"Connecticut","Hamden",2,2,0.1,750,189900,190
"Connecticut","Hamden",2,2,0.08,855,189900,190
"Connecticut","Wolcott",4,4,0.79,2642,524000,524
"Connecticut","New Haven",3,1,0.12,896,229900,230
"Connecticut","Hamden",3,2,0.22,1248,289900,290
"Connecticut","Southington",3,2,0.21,936,285000,285
"Connecticut","Branford",2,4,1.03,3334,628000,628
"Connecticut","Waterbury",3,1,0.23,1776,199900,200
"Connecticut","Hamden",3,2,0.69,1645,354000,354
"Connecticut","Hamden",3,2,0.18,1405,249900,250
"Connecticut","East Haven",3,3,0.38,1679,268900,269
"Connecticut","Guilford",4,3,0.95,2367,435000,435
"Connecticut","Southington",3,2,0.88,1448,390000,390
"Connecticut","Hamden",6,3,0.19,2904,319000,319
"Connecticut","Southington",4,3,0.6,2726,374000,374
"Connecticut","Meriden",5,3,0.2,1902,287500,288
"Connecticut","Prospect",3,3,0.5,1340,349000,349
"Connecticut","Branford",3,3,0.99,1925,579000,579
"Connecticut","Hamden",3,2,0.51,1527,339900,340
"Connecticut","Waterbury",3,2,0.45,1292,265000,265
"Connecticut","Hamden",3,2,0.57,2158,299900,300
"Connecticut","Southington",4,3,0.52,2644,545000,545
"Connecticut","Cheshire",3,3,0.47,2042,349900,350
"Connecticut","Clinton",3,2,1.87,2264,299000,299
"Connecticut","Plymouth",2,1,0.5,1063,164900,165
"Connecticut","Branford",2,2,0.31,1787,499000,499
"Connecticut","New Haven",3,3,0.1,5576,1395000,1395
"Connecticut","Hamden",4,3,0.92,2128,390000,390
"Connecticut","Prospect",3,3,1.1,1388,299900,300
"Connecticut","New Haven",5,2,0.32,1536,350000,350
"Connecticut","Waterbury",3,1,0.11,1326,179900,180
"Connecticut","Plainville",3,1,0.21,898,190000,190
"Connecticut","Wolcott",4,3,0.76,1436,264900,265
"Connecticut","Madison",4,4,0.33,3324,1850000,1850
"Connecticut","Hamden",5,2,1.9,2078,399900,400
"Connecticut","Meriden",3,2,0.42,1326,329900,330
"Connecticut","Hamden",4,2,0.38,1601,3e+05,300
"Connecticut","North Haven",4,3,0.91,1996,450000,450
"Connecticut","New Haven",6,3,0.11,3246,725000,725
"Connecticut","Prospect",3,2,1.08,2468,410000,410
"Connecticut","Clinton",5,4,10.5,2966,1200000,1200
"Connecticut","Guilford",3,2,0.23,1355,372000,372
"Connecticut","Bethany",4,3,5.59,3054,639900,640
"Connecticut","Cheshire",3,2,0.45,1502,4e+05,400
"Connecticut","Branford",2,2,0.15,1008,299900,300
"Connecticut","North Branford",3,2,1.57,1184,379900,380
"Connecticut","Clinton",2,1,0.11,933,425000,425
"Connecticut","Madison",3,2,0.97,1426,339000,339
"Connecticut","Woodbridge",2,3,0.29,1270,399900,400
"Connecticut","Hamden",3,3,0.28,1332,309000,309
"Connecticut","Branford",3,1,0.42,1132,261000,261
"Connecticut","Meriden",2,2,0.21,702,199000,199
"Connecticut","North Haven",3,3,1.56,1242,425000,425
"Connecticut","New Haven",6,3,0.08,2788,325000,325
"Connecticut","Cheshire",3,3,0.37,1288,429900,430
"Connecticut","Madison",2,2,0.69,1032,379000,379
"Connecticut","Southington",2,1,0.16,800,157900,158
"Connecticut","Meriden",3,2,0.12,1186,125000,125
"Connecticut","North Branford",4,2,1.06,2240,379888,380
"Connecticut","Cheshire",4,3,0.97,2593,479900,480
"Connecticut","Wolcott",3,1,0.64,1408,299900,300
"Connecticut","Meriden",3,2,0.1,1713,249900,250
"Connecticut","Meriden",3,3,0.24,1320,290000,290
"Connecticut","Southington",3,2,0.19,1610,199900,200
"Connecticut","Hamden",2,2,0.26,1788,263000,263
"Connecticut","Woodbridge",3,3,1.12,2316,425000,425
"Connecticut","Plainville",4,3,0.27,2584,305000,305
"Connecticut","Wallingford",4,3,0.17,2322,364900,365
"Connecticut","Wallingford",3,2,1.4,1778,449900,450
"Connecticut","Hamden",3,1,0.13,1729,325000,325
"Connecticut","Hamden",4,2,0.17,1762,259900,260
"Connecticut","Clinton",2,1,0.11,1171,409900,410
"Connecticut","Hamden",5,4,0.24,2616,4e+05,400
"Connecticut","Meriden",3,3,0.4,1664,415000,415
"Connecticut","Branford",4,4,0.2,2064,499000,499
"Connecticut","Cheshire",4,5,0.6,3338,569900,570
"Connecticut","Hamden",6,5,0.46,5607,1980000,1980
"Connecticut","Madison",1,1,0.1,576,415000,415
"Connecticut","Wallingford",4,2,0.15,1470,3e+05,300
"Connecticut","New Haven",2,2,0.05,1460,369500,370
"Connecticut","Hamden",3,1,0.16,1236,205000,205
"Connecticut","Guilford",4,2,1.27,1862,369900,370
"Connecticut","Guilford",2,1,0.55,1077,349000,349
"Connecticut","Cheshire",4,3,0.48,2688,489900,490
"Connecticut","Madison",4,3,0.24,1925,1250000,1250
"Connecticut","Meriden",4,2,0.16,1600,244900,245
"Connecticut","Guilford",4,2,0.3,2734,2100000,2100
"Connecticut","North Branford",3,3,0.92,2064,389900,390
"Connecticut","New Haven",3,1,0.24,1011,129900,130
"Connecticut","Wolcott",3,2,0.27,1344,244900,245
"Connecticut","Meriden",3,2,0.18,1619,299900,300
"Connecticut","Hamden",3,2,0.46,1387,279900,280
"Connecticut","Hamden",3,2,0.72,1386,305000,305
"Connecticut","Branford",3,2,0.63,1952,407900,408
"Connecticut","Guilford",4,4,0.51,2867,544900,545
"Connecticut","Madison",4,3,0.99,2500,649000,649
"Connecticut","Killingworth",2,2,3.4,1149,179000,179
"Connecticut","Hamden",3,3,0.46,2201,275000,275
"Connecticut","New Haven",4,2,0.05,1425,145000,145
"Connecticut","Guilford",2,3,1.02,1936,410000,410
"Connecticut","New Haven",4,2,0.26,2134,499000,499
"Connecticut","Southington",3,3,0.46,2077,399000,399
"Connecticut","Wallingford",4,4,1.86,4261,699900,700
"Connecticut","Prospect",3,3,0.55,1780,495000,495
"Connecticut","East Haven",3,2,0.43,1444,325000,325
"Connecticut","Cheshire",4,3,0.58,2745,579900,580
"Connecticut","Guilford",4,3,1.6,2842,750000,750
"Connecticut","Madison",4,5,1.03,3509,759947,760
"Connecticut","North Branford",3,3,8.5,3464,650000,650
"Connecticut","Waterbury",3,2,1.61,1248,225000,225
"Connecticut","New Haven",4,2,0.18,1766,270000,270
"Connecticut","Hamden",3,2,0.11,2103,299000,299
"Connecticut","Marlborough",3,2,1.15,1440,388000,388
"Connecticut","Portland",3,1,0.23,1296,250000,250
"Connecticut","Woodbridge",2,2,0.39,935,389900,390
"Connecticut","East Hampton",3,3,0.38,2241,348800,349
"Connecticut","East Hampton",3,2,0.77,2034,329900,330
"Connecticut","Marlborough",3,2,0.96,1152,310000,310
"Connecticut","Middletown",4,3,0.7,2519,515000,515
"Connecticut","New Haven",3,2,0.14,1317,289999,290
"Connecticut","Middletown",3,4,0.6,4133,799000,799
"Connecticut","Wethersfield",5,5,0.35,3020,539900,540
"Connecticut","Hamden",3,2,0.13,1365,285900,286
"Connecticut","West Hartford",4,2,0.15,2340,420000,420
"Connecticut","Newington",4,3,0.44,1342,330000,330
"Connecticut","Hamden",2,2,0.18,1230,190000,190
"Connecticut","Hamden",3,3,0.57,2156,389900,390
"Connecticut","Hamden",3,2,0.17,1306,225905,226
"Connecticut","Southington",3,3,1.17,1900,499900,500
"Connecticut","Southington",3,2,0.33,1471,259900,260
"Connecticut","Meriden",4,2,0.1,2432,310000,310
"Connecticut","Cheshire",5,4,0.98,3344,620000,620
"Connecticut","East Haven",3,3,0.14,1738,299997,300
"Connecticut","Hamden",3,3,1.12,1220,339990,340
"Connecticut","Branford",4,4,0.2,2648,1300000,1300
"Connecticut","Clinton",3,2,0.27,1882,309000,309
"Connecticut","Wallingford",3,2,0.46,1164,339900,340
"Connecticut","Madison",4,4,1.96,3980,895000,895
"Connecticut","Prospect",4,4,1.26,3284,499000,499
"Connecticut","Hamden",4,2,0.12,1591,230000,230
"Connecticut","Killingworth",3,2,4.5,1152,359900,360
"Connecticut","Madison",5,5,1,5098,949000,949
"Connecticut","Wallingford",3,2,0.24,1332,259000,259
"Connecticut","Hamden",3,1,0.14,1232,275000,275
"Connecticut","Cheshire",3,2,3.1,2190,599900,600
"Connecticut","New Haven",6,3,0.17,2510,440000,440
"Connecticut","New Haven",4,2,0.1,2032,285000,285
"Connecticut","Waterbury",4,2,0.32,1503,249000,249
"Connecticut","Waterbury",5,3,0.17,2688,325000,325
"Connecticut","Thomaston",2,1,0.73,988,85000,85
"Connecticut","Waterbury",4,2,0.11,1904,55000,55
"Connecticut","Naugatuck",3,3,0.34,1700,239900,240
"Connecticut","Naugatuck",3,4,0.64,1602,339900,340
"Connecticut","Waterbury",4,2,0.17,2466,199900,200
"Connecticut","Waterbury",3,2,0.17,1326,284900,285
"Connecticut","Waterbury",6,2,0.11,1086,175000,175
"Connecticut","Watertown",6,2,0.33,2800,325000,325
"Connecticut","Waterbury",3,2,0.2,1241,1e+05,100
"Connecticut","Thomaston",3,2,1.9,1836,267500,268
"Connecticut","Waterbury",3,2,0.11,1574,229900,230
"Connecticut","Waterbury",3,2,0.15,1248,250000,250
"Connecticut","Waterbury",3,3,0.26,1536,270000,270
"Connecticut","Waterbury",3,2,0.15,1344,290000,290
"Connecticut","Waterbury",4,3,0.13,2205,299900,300
"Connecticut","Waterbury",6,3,0.05,2315,165000,165
"Connecticut","Naugatuck",3,1,0.11,1218,284900,285
"Connecticut","Waterbury",4,2,0.36,2196,247500,248
"Connecticut","Waterbury",4,2,0.16,1820,199900,200
"Connecticut","Meriden",3,2,0.16,973,194900,195
"Connecticut","Hamden",3,2,0.44,1524,299000,299
"Connecticut","Southington",2,2,0.54,1441,310000,310
"Connecticut","Wallingford",4,2,0.57,1302,365000,365
"Connecticut","Guilford",5,3,0.92,3002,747000,747
"Connecticut","Southington",3,3,0.47,1666,419900,420
"Connecticut","Wallingford",3,1,0.17,1253,349900,350
"Connecticut","Naugatuck",3,2,0.48,2137,250000,250
"Connecticut","Beacon Falls",4,2,0.71,1592,250000,250
"Connecticut","Waterbury",5,5,0.11,2468,309000,309
"Connecticut","Waterbury",6,3,0.14,3393,289900,290
"Connecticut","Waterbury",4,3,0.17,1542,239900,240
"Connecticut","Prospect",3,2,0.52,1514,299900,300
"Connecticut","Cheshire",2,1,0.86,1066,279900,280
"Connecticut","Hamden",4,2,0.46,1780,325000,325
"Connecticut","New Haven",6,2,0.16,2224,290000,290
"Connecticut","Meriden",3,2,0.28,1080,249900,250
"Connecticut","Branford",3,3,0.34,2090,449000,449
"Connecticut","East Haven",3,2,0.22,880,319999,320
"Connecticut","Cheshire",4,3,0.59,2688,574900,575
"Connecticut","Beacon Falls",5,4,1,3198,378000,378
"Connecticut","Waterbury",2,1,0.22,778,99900,100
"Connecticut","Waterbury",2,1,0.13,1400,190000,190
"Connecticut","Waterbury",4,2,0.18,1781,289900,290
"Connecticut","Waterbury",3,2,0.17,1305,184900,185
"Connecticut","Waterbury",2,1,0.12,920,194900,195
"Connecticut","Waterbury",4,2,0.21,2063,264900,265
"Connecticut","Waterbury",4,1,0.13,1080,215000,215
"Connecticut","Naugatuck",3,2,0.11,2489,325000,325
"Connecticut","North Haven",3,1,0.73,896,220000,220
"Connecticut","Meriden",3,2,0.07,1068,149900,150
"Connecticut","Hamden",4,3,0.43,2222,350000,350
"Connecticut","Hamden",4,2,0.37,1400,295000,295
"Connecticut","New Britain",3,2,0.18,1248,199900,200
"Connecticut","Haddam",2,3,0.2,1652,299000,299
"Connecticut","Southington",3,3,1.12,1428,359900,360
"Connecticut","Guilford",3,3,1.84,2080,439900,440
"Connecticut","Wallingford",3,1,0.29,1120,239500,240
"Connecticut","Hamden",2,2,0.18,1326,230000,230
"Connecticut","Cheshire",3,2,0.49,1508,363000,363
"Connecticut","North Haven",3,3,0.31,1640,389900,390
"Connecticut","New Britain",4,2,0.23,1436,327000,327
"Connecticut","Hamden",4,3,0.19,1324,339999,340
"Connecticut","Meriden",3,2,0.22,1292,315000,315
"Connecticut","Waterbury",4,3,0.21,2346,225000,225
"Connecticut","Naugatuck",4,4,1.37,3504,529000,529
"Connecticut","Naugatuck",3,3,0.31,3042,375975,376
"Connecticut","Waterbury",3,2,0.18,1200,225000,225
