Year,LoanCharacteristicsID,Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,NoteDate,LoanAcquisitionDate,LoanPurposeType,ProductCategoryName,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1SexType,Borrower2SexType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,IndexSourceType,MarginRatePercent,PrepaymentPenaltyExpirationDate,Borrower1EthnicityType,Borrower1Race2Type,Borrower1Race3Type,Borrower1Race4Type,Borrower1Race5Type,Borrower2EthnicityType,Borrower2Race2Type,Borrower2Race3Type,Borrower2Race4Type,Borrower2Race5Type,HOEPALoanStatusType,LienPriorityType
2023,2753125,Chicago,17,041,99999,9523,4.727,75515,76771,6066,86100,104500,95,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,27,998,1,1,6.5,104500,18.05,26.8,3,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753126,Chicago,17,147,16580,9546,6.498,95707,88255,8105,99900,75000,59,2023,2023,6,01,0,240,240,01,1,0,5,8,1,4,53,998,1,1,6.125,75000,9.35,39.97,4,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753127,Chicago,17,049,20820,9503,4.697,82131,80344,4140,90100,115600,80,2023,2023,1,01,0,360,360,01,1,0,5,8,2,4,36,998,1,1,6.25,115600,23.69,35.57,4,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753128,Chicago,17,049,20820,9501,3.171,107188,80344,4331,90100,165000,90,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,24,998,1,1,6.25,165000,31.45,32.12,4,9,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753129,Chicago,55,025,31540,0014.04,46.875,151583,102292,23974,117100,607410,90,2023,2023,1,01,0,360,360,01,2,0,2,5,1,2,48,47,1,1,6.75,607410,22.94,33.77,2,5,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753130,Chicago,55,005,99999,0004.00,21.503,57365,76387,9804,86000,184000,80,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,25,22,1,1,5.875,184000,16.88,34.02,4,3,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753131,Chicago,27,109,40340,0014.01,31.844,52896,101048,9029,116100,100000,24,2023,2023,2,01,0,360,360,01,2,0,5,5,1,2,76,75,2,1,5.875,100000,5.37,19.75,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753132,Chicago,20,193,99999,9531,13.113,76667,80455,13445,79800,173427,85,2022,2023,1,01,0,360,360,01,2,0,5,5,1,2,33,29,1,1,6.125,174000,12.52,38.17,4,2,12,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753133,Chicago,55,131,33340,4201.04,9.098,107230,84829,4507,96100,160363,90,2022,2023,1,01,0,360,360,01,1,0,5,8,2,4,23,998,1,1,6.875,160500,29.8,46.49,5,9,25,0,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753134,Chicago,55,055,48020,1012.02,7.569,105156,86996,6793,95900,234400,80,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,53,45,1,1,6,234400,26.75,34.14,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753135,Chicago,55,099,99999,9701,5.618,76394,76387,8917,86000,145000,88,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,28,28,1,1,6.125,145000,12.76,32,4,5,25,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753136,Chicago,29,189,41180,2151.02,34.706,94771,89868,7582,100800,210000,74,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,42,41,1,1,6.375,210000,25.51,35.4,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753137,Chicago,55,105,27500,0013.03,9.599,110114,77920,21834,89200,300000,50,2023,2023,6,01,0,180,180,01,2,0,5,5,1,2,47,46,1,1,6.125,300000,15.54,17.81,5,5,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753138,Chicago,55,135,99999,1011,11.516,64931,78561,4167,88100,120000,80,2023,2023,1,01,0,360,360,01,1,0,5,8,2,4,31,998,1,1,5.875,120000,23.5,33.41,4,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753139,Chicago,55,087,11540,0118.00,9.923,64615,92668,7661,104400,165775,95,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,31,24,1,1,6.375,165775,16.88,33,3,4,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753140,Chicago,55,009,24580,0209.00,15.857,93405,86230,7301,97300,247000,95,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,25,998,1,1,6,247000,25.81,38.83,4,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753141,Chicago,55,101,39540,0009.04,34.488,74894,84127,15455,92900,279920,80,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,61,998,1,1,6.375,279920,13.19,25.21,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753142,Chicago,17,105,38700,9608,6.32,90750,77279,6147,86700,109232,95,2023,2023,1,01,0,360,360,01,1,0,5,8,2,4,60,998,1,1,6.75,109232,13.72,41.54,4,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753143,Chicago,19,163,19340,0131.00,15.24,120000,80903,4658,88400,126000,72,2023,2023,6,01,0,360,360,01,2,0,5,5,2,2,68,65,1,1,6.125,126000,25.11,37.26,4,4,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753144,Chicago,17,095,23660,0001.00,6.41,85014,72976,9993,82300,94550,48,2023,2023,6,01,0,180,180,01,2,0,5,5,1,2,47,46,1,1,5.625,94550,12.52,31.67,2,2,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753145,Chicago,55,023,99999,9605,7.098,61136,76387,3778,86000,78500,88,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,20,998,1,1,6.125,78500,18.97,20.19,4,9,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753146,Chicago,55,117,43100,0113.02,7.374,101379,81563,9866,96100,305000,77,2023,2023,2,01,0,360,360,01,2,0,5,5,1,2,28,29,1,1,6.25,305000,23,30.9,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753147,Chicago,17,173,99999,9591,4.036,82313,72976,3466,82300,156000,93,2023,2023,2,01,0,360,360,01,1,0,5,8,2,4,28,998,1,1,6.25,156000,37.91,37.91,5,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753148,Chicago,55,073,48140,0018.00,4.295,94041,83180,10020,97800,150000,31,2023,2023,6,01,0,180,180,01,1,0,6,8,1,4,56,998,1,1,5.625,150000,16.9,34.28,4,9,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2753149,Chicago,55,073,48140,0011.05,9.891,95288,83180,13446,97800,344000,80,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,33,32,1,1,6.125,344000,21.04,28.8,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753150,Chicago,17,183,19180,0012.00,22.036,57740,65004,6675,70800,110250,90,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,22,998,1,1,6.5,110250,16.09,22.45,4,9,25,0,PT01,99,9999,12/31/9999,1,7,7,7,7,5,8,8,8,8,2,1
2023,2753151,Chicago,12,081,35840,0019.11,23.66,105551,83296,38236,98700,471200,80,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,45,998,2,1,6.25,471200,9.84,20.11,5,9,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753152,Chicago,55,089,33340,6501.02,8.269,89911,89516,11345,100600,258000,61,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,45,45,1,1,6.375,258000,19.3,24.6,5,5,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753153,Chicago,55,079,33340,0207.00,22.461,79742,89516,11689,100600,223250,95,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,29,28,1,1,5.875,223250,16.77,31.6,4,4,30,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753154,Chicago,27,053,33460,0235.01,20.549,118250,109792,12173,124300,400000,80,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,34,33,1,1,6.875,400000,26.42,28.01,5,5,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753155,Chicago,12,015,39460,0104.05,7.437,90134,68745,18084,77300,276500,70,2023,2023,1,01,0,180,180,01,2,0,5,5,1,2,68,65,2,1,6.375,276500,9.41,30.41,5,5,0,1,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753156,Chicago,55,025,31540,0116.00,19.64,103693,102292,55897,117100,364000,80,2023,2023,1,01,0,360,360,01,1,0,5,8,2,4,27,998,1,1,6.49,364000,11.65,18.92,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753157,Chicago,55,105,27500,0013.02,10.54,93103,77920,10086,89200,360000,80,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,43,998,1,1,6.99,360000,31.55,32.44,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753158,Chicago,55,125,99999,9505.01,6.797,63466,76387,5293,86000,280000,69,2023,2023,1,01,0,360,360,01,1,0,6,8,2,4,53,998,1,1,6.125,280000,37.21,50,5,9,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2753159,Chicago,17,073,19340,0302.03,7.765,127000,80903,6683,88400,234000,89,2023,2023,2,01,0,360,360,01,2,0,5,5,1,2,35,36,1,1,6.5,234000,32.94,40.6,5,5,25,0,PT07,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753160,Chicago,17,161,19340,0218.00,23.878,105488,80903,3794,88400,96000,80,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,22,998,1,1,5.75,96000,18.67,33.14,2,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753161,Chicago,17,161,19340,0231.00,22.514,75625,80903,11828,88400,233600,80,2023,2023,6,01,0,360,360,01,1,0,5,8,1,4,68,998,1,1,6.125,233600,17.57,41.24,5,9,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753162,Chicago,17,011,36837,9655,6.332,74358,74898,7044,84000,196969,101,2023,2023,1,01,3,360,360,01,2,1,5,5,1,2,24,24,1,1,6.5,196969,22.62,23.12,3,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753163,Chicago,29,183,41180,3103.02,18.015,78170,89868,7096,100800,228000,95,2023,2023,1,01,0,360,360,01,1,1,5,8,2,4,33,998,1,1,6.5,228000,25.96,36.67,4,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753164,Chicago,17,133,41180,6004.02,6.066,98707,89868,21163,100800,640000,72,2023,2023,2,01,0,360,360,01,2,0,5,5,2,1,41,47,1,1,6.5,640000,27.1,28.99,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753165,Chicago,55,039,22540,0403.00,32.298,65894,85443,5179,97200,164000,80,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,26,998,1,1,7,164000,27.27,32.15,3,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753166,Chicago,55,131,33340,4401.06,5.359,108021,89516,11874,100600,175000,70,2023,2023,6,01,0,180,180,01,2,0,5,5,1,2,51,57,1,1,6.125,175000,14.71,21.4,4,4,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753167,Chicago,55,089,33340,6603.04,12.258,214861,89516,13793,100600,376000,80,2023,2023,1,01,0,180,180,01,1,0,5,8,2,4,76,998,2,1,6.375,376000,13.61,43.53,5,9,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753168,Chicago,17,085,99999,0204.01,7.01,92159,78021,26369,87500,726200,77,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,54,47,2,1,6.375,726200,12.1,38.65,4,5,0,1,PT07,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753169,Chicago,17,085,99999,0205.00,6.644,70027,78021,3640,87500,100000,49,2023,2023,6,01,0,360,360,01,1,0,5,8,1,4,32,998,1,1,6.25,100000,27.24,33.4,3,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753170,Chicago,17,085,99999,0204.01,7.01,92159,78021,19861,87500,245000,55,2023,2023,1,01,0,180,180,01,1,0,5,8,1,4,36,998,2,1,6.25,245000,13.77,29.73,5,9,0,0,PT07,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753171,Chicago,17,031,16980,0407.00,31.057,150921,97836,12359,109400,252000,80,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,32,998,1,1,7.625,252000,21.82,22.15,5,9,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753172,Chicago,17,199,16060,0208.02,5.882,74219,70629,5258,81100,133636,76,2023,2023,1,01,3,360,360,01,2,0,5,5,2,1,24,24,1,1,5.875,133636,21.61,45.01,4,4,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753173,Chicago,55,133,33340,2021.02,15.441,115000,89516,11021,100600,337500,75,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,27,31,1,1,6.125,337500,21.89,25.62,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753174,Chicago,17,013,41180,9513,3.707,109006,89868,5721,100800,170940,104,2023,2023,1,01,2,360,360,01,2,0,5,5,1,2,37,35,1,1,6.125,170940,25.73,40.14,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753175,Chicago,55,139,36780,0019.00,7.914,96071,82903,5320,94600,185000,74,2023,2023,1,01,0,240,240,01,1,1,6,8,3,4,30,998,1,1,5.75,185000,32.41,32.6,5,9,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2753176,Chicago,16,031,15420,9505,33.605,75779,67679,8161,81300,345000,87,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,26,26,1,1,5.875,345000,27.53,42.51,5,4,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753177,Chicago,19,013,47940,0016.00,33.926,39848,80509,4284,91100,72000,80,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,21,998,1,1,6,72000,15.86,42.87,3,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753178,Chicago,19,171,99999,2901,4.61,88333,76279,4441,86300,120000,67,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,67,67,1,1,5.75,120000,23.81,29.75,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,3,7,7,7,7,2,1
2023,2753179,Chicago,55,139,36780,0021.00,5.017,87821,82903,7221,94600,252000,80,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,48,44,1,1,6.25,252000,26.32,43.26,5,4,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753180,Chicago,55,073,48140,0019.00,5.35,86653,83180,4051,97800,113000,25,2023,2023,2,01,0,180,180,01,2,0,5,5,1,2,40,41,1,1,5.875,113000,38.18,40.65,4,4,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753181,Chicago,26,141,99999,9504,7.389,53472,69449,19509,79800,247000,95,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,32,998,1,1,6.125,247000,10.54,22.17,4,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753182,Chicago,55,009,24580,0213.03,22.166,42639,86230,15663,97300,330600,95,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,38,37,1,1,6.125,330600,18.02,36.94,5,4,30,0,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753183,Chicago,55,073,48140,0023.02,5.132,88162,83180,5962,97800,143000,33,2023,2023,6,01,0,360,360,01,2,0,5,5,1,2,58,62,1,1,6.375,143000,21.14,26.39,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753184,Chicago,55,139,36780,0026.01,19.347,66765,82903,7362,94600,260000,71,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,33,31,1,1,6,260000,22.75,38.67,4,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753185,Chicago,18,057,26900,1109.05,22.414,90216,85612,14750,97300,470855,87,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,34,998,1,1,6.5,470855,26.43,30.9,5,9,25,0,PT07,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753186,Chicago,39,041,18140,0114.11,13.369,154231,89663,8215,100900,260000,75,2023,2023,1,01,0,360,360,01,1,0,6,8,3,4,44,998,1,1,6.5,260000,27,39.19,3,9,0,0,PT07,99,9999,12/31/9999,1,7,7,7,7,5,8,8,8,8,2,1
2023,2753187,Chicago,12,019,27260,0302.06,55.062,73250,80797,10546,93100,348500,85,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,38,37,1,1,6,348500,26.16,46.35,5,4,12,0,PT07,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753188,Chicago,17,043,16980,8443.05,32.408,79097,97836,6761,109400,305660,80,2023,2023,1,01,0,360,360,01,1,1,2,8,1,4,25,998,1,1,6.375,305660,38.42,40.13,5,9,0,0,PT07,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753189,Chicago,37,089,11700,9308,17.734,75161,76622,52482,87600,664050,95,2023,2023,1,01,0,360,360,01,2,0,6,6,3,3,56,57,1,1,6.5,664050,9.69,21.08,3,5,30,0,PT01,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2753190,Chicago,55,079,33340,0053.00,52.72,67283,89516,7018,100600,171000,95,2023,2023,1,01,0,360,360,01,1,0,3,8,2,4,42,998,1,1,6.625,171000,20.28,30.89,4,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753191,Chicago,55,035,20740,0008.01,10.797,100833,84129,5179,91300,164000,80,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,27,998,1,1,7,164000,26.48,26.96,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753192,Chicago,17,119,41180,4038.01,6.868,102716,89868,16083,100800,315000,90,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,34,33,1,1,6.625,315000,16.54,39.99,5,5,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753193,Chicago,17,117,41180,9570,6.822,67262,84758,8336,96800,114000,95,2022,2023,1,01,0,360,360,01,1,1,5,8,1,4,24,998,1,1,5.875,114000,12.17,40.47,2,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753194,Chicago,17,117,41180,9572,7.442,62429,89868,5668,100800,112500,90,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,54,998,1,1,6.375,112500,19.25,28.91,4,9,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753195,Chicago,17,163,41180,5033.01,37.57,61840,89868,2776,100800,132850,92,2023,2023,1,01,0,360,360,01,1,1,3,8,2,4,72,998,1,1,6.5,132850,42.72,42.72,4,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753196,Chicago,29,099,41180,7001.13,9.811,99940,89868,13334,100800,320000,72,2023,2023,1,01,0,180,180,01,2,0,5,5,1,2,58,53,1,1,6.25,320000,24.2,41.65,5,5,0,0,PT07,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753197,Chicago,17,163,41180,5034.04,29.256,152064,89868,11166,100800,405000,90,2023,2023,1,01,0,360,360,01,1,0,3,8,2,4,41,998,1,1,6.375,405000,33.23,47.39,5,9,25,1,PT07,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753198,Chicago,29,183,41180,3122.08,16.764,123914,89868,4666,100800,242000,88,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,53,998,1,1,6.625,242000,45.75,45.75,4,9,25,0,PT07,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753199,Chicago,18,149,99999,9536,8.005,75583,71358,16052,82700,96000,64,2023,2023,1,01,0,180,180,01,2,0,6,6,3,3,58,58,2,1,6,96000,7.65,18.09,5,3,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2753200,Chicago,26,077,28020,0033.02,14.67,82045,83847,17019,92200,317250,75,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,56,998,2,1,6.375,317250,13.42,37.54,5,9,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753201,Chicago,41,015,15060,9503.01,19.376,61744,68075,12000,77600,215000,52,2023,2023,1,01,0,360,360,01,2,0,6,6,1,2,56,49,2,1,6.5,215000,22.17,38.49,5,5,0,1,PT01,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2753202,Chicago,17,161,19340,0201.03,6.317,85769,80903,17934,88400,140000,38,2023,2023,1,01,0,180,180,01,2,0,5,5,1,2,59,63,1,1,5.75,140000,12.09,17.62,5,5,0,0,PT01,99,9999,12/31/9999,1,7,7,7,7,2,7,7,7,7,2,1
2023,2753203,Chicago,13,089,12060,0211.01,21.403,196000,81290,8702,85700,75418,20,2021,2023,2,01,0,120,120,01,1,0,2,8,2,4,46,998,1,1,2.25,119400,22.06,23.44,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753204,Chicago,17,031,16980,2506,98.739,67426,97836,2658,109400,50000,16,2023,2023,6,01,0,120,120,01,1,0,3,8,2,4,70,998,1,2,5.625,50000,35.83,45.36,5,9,0,0,PT04,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753205,Chicago,55,089,33340,6402.02,10.225,103836,89516,15513,100600,502000,80,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,37,998,1,1,6.25,502000,24.62,48,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753206,Chicago,45,019,16700,0036.00,32.979,88882,87154,12017,101300,346955,70,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,64,998,2,1,6.375,346955,9.87,35.85,3,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753207,Chicago,17,031,16980,0609.00,32.362,145909,92668,24887,105700,476000,80,2022,2023,1,01,0,360,360,01,2,0,5,5,1,2,33,27,1,1,6.865,476000,19.08,19.28,5,5,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753208,Chicago,30,029,28060,0008.02,10.896,90952,75582,10636,85100,423750,75,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,35,33,1,1,7.125,423750,30.81,41.78,4,2,0,0,PT07,99,9999,12/31/9999,2,7,7,7,7,1,7,7,7,7,2,1
2023,2753209,Chicago,17,031,16980,1502,49.57,96435,97836,13606,109400,500000,80,2023,2023,1,01,0,360,360,01,2,1,6,5,1,2,55,52,1,2,6.49,500000,28.82,34.54,5,5,0,1,PT04,99,9999,12/31/9999,1,7,7,7,7,2,7,7,7,7,2,1
2023,2753210,Chicago,51,079,16820,0302.01,30.385,103679,95708,36812,111200,300000,80,2022,2023,1,01,0,360,360,01,2,0,5,5,2,1,53,52,1,1,6.875,300000,6.16,15.1,5,4,0,1,PT07,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753211,Chicago,12,015,39460,0104.02,6.524,79448,63887,10625,76000,243500,71,2022,2023,1,01,0,360,360,01,2,0,5,5,2,1,50,52,2,1,6.49,243500,24.48,46.48,5,5,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2753212,Chicago,06,037,31080,4608,37.714,250001,92447,66667,105200,690000,17,2023,2023,1,01,0,240,240,01,1,0,5,8,1,4,47,998,1,1,6.375,690000,25.68,40.33,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753213,Chicago,12,061,42680,0506.03,33.476,72934,75680,11267,79200,424000,80,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,40,998,1,1,6.375,424000,29.31,29.53,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753214,Chicago,17,031,16980,3201.01,37.17,222344,97836,14360,109400,354952,95,2023,2023,1,01,0,360,360,01,1,1,5,8,1,4,32,998,1,1,6.125,354952,24.74,33.85,5,9,30,0,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2753215,Chicago,17,031,16980,8027.01,41.38,116833,97836,13600,109400,244000,80,2023,2023,1,01,0,360,360,01,2,0,2,5,1,2,62,57,1,1,7.375,244000,15.2,24.98,4,4,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
